Index,Name,Sport,Position,Height,Weight,Academic Year,Previous School,Year,Hometown,High School
5.0,Gianluca Branchi,Track and Field,Sprints,,,Fr.,,2023,"Greenwich, Conn. ", Greenwich
6.0,Weston Brown,Track and Field,Distance,,,Fr.,,2023,"Bozeman, Mont. ", Bozeman
,,Track and Field,,,,,,2023,,
7.0,Lorenzo Cagliero,Track and Field,Jumps,,,So.,,2023,"Milan, Italy ", Liceo Classico Statale Giuseppe Parini
8.0,John Catherman,Track and Field,Sprints,,,So.,,2023,"Atlanta, Ga. ", Pace Academy
9.0,Connor Chen,Track and Field,Mid. Distance,,,Jr.,,2023,"Tiburon, Calif. ", Exeter Academy
10.0,Jackson Clarke,Track and Field,Sprints,,,Fr.,,2023,"Danville, Pa. ", Danville
11.0,Sebastian Clatworthy,Track and Field,Jumps,,,Jr.,,2023,"Brentwood, U.K. ", Millfield School
12.0,Mike Dallal,Track and Field,Multis,,,Fr.,,2023,"Prague, Czech Republic ", NEW PORG
13.0,Zac Della Rocca,Track and Field,Sprints,,,Fr.,,2023,"Princeton, N.J. ", Princeton
14.0,Andersen Dimon,Track and Field,Sprints,,,Sr.,,2023,"Perkasie, Pa. ", Pennridge
15.0,Xaiver Donaldson,Track and Field,Sprints,,,Fr.,,2023,"South Orange, N.J. ", Seton Hall Prep
16.0,William Doyle,Track and Field,Sprints,,,Sr.,,2023,"Dalgety Bay, Scotland ", Stewart's Melville College
17.0,Daniel Duncan,Track and Field,Sprints,,,Sr.,,2023,"North Plainfield, N.J. ", North Plainfield
18.0,Matthew Farrell,Track and Field,Distance,,,Sr.,,2023,"Glastonbury, C.T. ", Loomis Chaffee
19.0,Joe Fast,Track and Field,Distance,,,Sr.,,2023,"Ottawa, Canada ", Ridgemont
20.0,Greg Foster,Track and Field,Hurdles/Jumps,,,So.,,2023,"Lumberton, N.J. ", Lawrenceville Prep
21.0,Ilay Furman,Track and Field,Jumps,,,Jr.,,2023,"Raanana, Israel ",
22.0,Joey Gant,Track and Field,Sprints,,,So.,,2023,"Pekasie, Penn. ", Pennridge
23.0,Jack Gregorski,Track and Field,Distance,,,So.,,2023,"Painted Post, N.Y. ", Corning
24.0,Christian Groendyk,Track and Field,Distance,,,Fr.,,2023,"Fort Collins, Colo. ", Fort Collins
25.0,Casey Helm,Track and Field,Throws,,,So.,,2023,"Madison, Kan. ", Madison
26.0,Isa Hitchens,Track and Field,Mid. Distance,,,So.,,2023,"Hinsdale, Ill. ", Hinsdale
27.0,Cole Hoegl,Track and Field,Jumps,,,Fr.,,2023,"Venice, Calif. ", Crossroad School for Arts and Science
28.0,John Hogan,Track and Field,Jumps,,,Jr.,,2023,"Hudson Falls, N.Y. ", Hudson Falls
29.0,Myles Hogan,Track and Field,Distance,,,So.,,2023,"Bronx, N.Y, ", Fordham Preparatory
30.0,Jordan Kaplan,Track and Field,Mid. Distance,,,Sr.,,2023,"Monroe Township, N.J. ", Monroe Township
31.0,Philip Kastner,Track and Field,Multis,,,Jr.,,2023,"London, U.K. ", St. Paul’s School
,,Track and Field,,,,,,2023,,
32.0,Jack Kenkel,Track and Field,Mid. Distance,,,Sr.,,2023,"Niwot, Colo. ", Niwot
33.0,Jarrett Kirk,Track and Field,Distance,,,Sr.,,2023,"Flower Mound, Texas ", Flower Mound
34.0,Tyler Konopka,Track and Field,Throws,,,Jr.,,2023,"Toms River, N.J. ", Toms River South
35.0,Albert Kreutzer,Track and Field,Hurdles,,,Jr.,,2023,"Moers, Germany ", IRS Neuss
36.0,Richard Lawson,Track and Field,Jumps,,,Fr.,,2023,"Budapest, Hungary ", azekas Mihaly Primary and Secondary Grammar School of Budapest
37.0,Joe Licata,Track and Field,Throws,,,So.,,2023,"Tewksbury, N.J. ", Gill St. Bernard's
38.0,Sebastian Martinez,Track and Field,Distance,,,Fr.,,2023,"Ellicott City, Md. ", Centennial
39.0,Britton Masback,Track and Field,Distance,,,Sr.,,2023,"Portland, Ore. ", The Catlin School
40.0,Connor McCormick,Track and Field,Distance,,,So.,,2023,"Longmont, Colo. ", Longmont
41.0,Kavon Miller,Track and Field,Sprints,,,Fr.,,2023,"Jacksonville, Fla. ", Bolles
42.0,Nicholas Molloy,Track and Field,Pole Vault,,,So.,,2023,"Naples, Fla. ", Community School of Naples
43.0,Anthony Monte,Track and Field,Distance,,,Sr.,,2023,"Austin, Texas ", Vandegrift
44.0,Drew Mruk,Track and Field,Throws,,,Fr.,,2023,,
45.0,Daniel O'Brien,Track and Field,Distance,,,Jr.,,2023,"Lynchburg, Va. ", Virginia Episcopal School
46.0,Chris Paige,Track and Field,Hurdles,,,Jr.,,2023,"Honolulu, Hawaii ", Punahoe
47.0,Asher Robbins,Track and Field,Throws,,,So.,,2023,"Barrington, R.I. ", Barrington
48.0,Sam Rodman,Track and Field,Distance,,,Jr.,,2023,"Bealeton, Virginia ", Liberty
49.0,Jackson Shorten,Track and Field,Distance,,,So.,,2023,"Loveland, Colo. ", Loveland
50.0,Avery Shunneson,Track and Field,Throws,,,Jr.,,2023,"Denver, Colo. ", Thomas Jefferson
51.0,Aiden Silvestri,Track and Field,Hurdles,,,So.,,2023,"Newton, Pa. ", Phillips Exeter Academy
52.0,Easton Tan,Track and Field,Hurdles,,,So.,,2023,"Winchester, Mass. ", Winchester
53.0,Nathan Tavakolian,Track and Field,Distance,,,Sr.,,2023,"Eugene, Ore. ", South Eugene
54.0,Josiah Taylor,Track and Field,Distance,,,Sr.,,2023,"Wyomissing, Pa. ", Wyomissing
55.0,Ladislav Töpfer,Track and Field,Mid. Distance,,,Sr.,,2023,"Mlada Bolesav, Czech Republic ", Gymnasium Dr. Josea Pekare
56.0,Nnami Udeogu,Track and Field,Throws,,,Fr.,,2023,null , Georgetown Preparatory School
,,Track and Field,,,,,,2023,,
57.0,Harrison Witt,Track and Field,Distance/XC,,,Jr.,,2023,"Highland Ranch, Colo. ", Mountain Vista
58.0,Josh Zelek,Track and Field,,,,Fr.,,2023,"Stratford, Ont. ", Stratford Central
0.0,Lauren Polansky,Basketball,G,5' 8'',,So.,,2010,"Mill Valley, Calif. ", Branson School
1.0,Alex Rodgers,Basketball,G,5' 9'',,Fr.,,2010,"Mouth of Wilson, Va. ", Oak Hill Academy
2.0,Nicole Hung,Basketball,G,5' 11'',,Fr.,,2010,"Los Angeles, Calif. ", Harvard Westlake
3.0,Krystal Hill,Basketball,G,5' 7'',,Sr.,,2010,"Houston, Texas ", North Shore
4.0,Kate Miller,Basketball,F,6' 0'',,So.,,2010,"Rumson, N.J. ", Rumson-Fair Haven
5.0,Laura Johnson,Basketball,G,5' 8'',,Jr.,,2010,"Lower Gwynedd, Pa. ", Mt. St. Joseph Academy
6.0,Addie Micir,Basketball,G,6' 0'',,Sr.,,2010,"Newtown, Pa. ", Council Rock North
7.0,Niveen Rasheed,Basketball,F,6' 0'',,So.,,2010,"Danville, Calif. ", Monte Vista
8.0,Lauren Edwards,Basketball,G,6' 0'',,Jr.,,2010,"Los Angeles, Calif. ", Brentwood School
9.0,Kristen Helmstetter,Basketball,F,6' 0'',,Fr.,,2010,"Bridgewater, N.J. ", Bridgewater-Raritan
10.0,Megan Bowen,Basketball,C,6' 3'',,So.,,2010,"Bath, Pa. ", Northampton
11.0,Devona Allgood,Basketball,C,6' 3'',,Jr.,,2010,"Huntersville, N.C. ", North Mecklenburg
0.0,Lauren Polansky,Basketball,G,5' 8'',,Jr.,,2011,"Mill Valley, Calif. ", Branson School
1.0,Alex Rodgers,Basketball,G,5' 9'',,So.,,2011,"Mouth of Wilson, Va. ", Oak Hill Academy
2.0,Nicole Hung,Basketball,G,5' 11'',,So.,,2011,"Los Angeles, Calif. ", Harvard Westlake
3.0,Blake Dietrick,Basketball,G,5' 10'',,Fr.,,2011,"Wellesley, Mass. ", Wellesley
4.0,Kate Miller,Basketball,F,6' 0'',,Jr.,,2011,"Rumson, N.J. ", Rumson-Fair Haven
5.0,Laura Johnson,Basketball,G,5' 8'',,Sr.,,2011,"Lower Gwynedd, Pa. ", Mt. St. Joseph Academy
6.0,Jess Shivers,Basketball,C,6' 3'',,Fr.,,2011,"Eugene, Ore. ", South Eugene
7.0,Niveen Rasheed,Basketball,F,6' 0'',,Jr.,,2011,"Danville, Calif. ", Monte Vista
8.0,Mariah Smith,Basketball,G,6' 0'',,Fr.,,2011,"Peoria, Ill. ", Richwoods
9.0,Lauren Edwards,Basketball,G,6' 0'',,Sr.,,2011,"Los Angeles, Calif. ", Brentwood School
10.0,Kristen Helmstetter,Basketball,F,6' 0'',,So.,,2011,"Bridgewater, N.J. ", Bridgewater-Raritan
11.0,Megan Bowen,Basketball,C,6' 3'',,Jr.,,2011,"Bath, Pa. ", Northampton
12.0,Devona Allgood,Basketball,C,6' 3'',,Sr.,,2011,"Huntersville, N.C. ", North Mecklenburg
0.0,Lauren Polansky,Basketball,G,5' 8'',,Sr.,,2012,"Mill Valley, Calif. ", Branson School
1.0,Nicole Hung,Basketball,G,5' 11'',,Jr.,,2012,"Los Angeles, Calif. ", Harvard Westlake
2.0,Blake Dietrick,Basketball,G,5' 10'',,So.,,2012,"Wellesley, Mass. ", Wellesley
3.0,Amanda Berntsen,Basketball,G,5' 8'',,Fr.,,2012,"Chatham, N.J. ", Chatham
4.0,Annie Tarakchian,Basketball,G/F,6' 0'',,Fr.,,2012,"West Hills, Calif. ", Charminade College Prep
5.0,Kate Miller,Basketball,F,6' 0'',,Sr.,,2012,"Rumson, N.J. ", Rumson-Fair Haven
6.0,Alex Wheatley,Basketball,F,6' 2'',,Fr.,,2012,"Upper Holland, Pa. ", Council Rock South
7.0,Taylor Williams,Basketball,F,6' 3'',,Fr.,,2012,"Warren, Ohio ", Howland
8.0,Jess Shivers,Basketball,C,6' 3'',,So.,,2012,"Eugene, Ore. ", South Eugene
9.0,Niveen Rasheed,Basketball,G,6' 0'',,Sr.,,2012,"Danville, Calif. ", Monte Vista
10.0,Mariah Smith,Basketball,G,6' 0'',,So.,,2012,"Peoria, Ill. ", Richwoods
11.0,Kristen Helmstetter,Basketball,F,6' 0'',,Jr.,,2012,"Bridgewater, N.J. ", Bridgewater-Raritan
12.0,Michelle Miller,Basketball,G,5' 10'',,Fr.,,2012,"Pasadena, Calif. ", Pasadena Polytechnic
13.0,Megan Bowen,Basketball,C,6' 3'',,Sr.,,2012,"Bath, Pa. ", Northampton
0.0,Taylor Brown,Basketball,G,5' 8'',,Fr.,,2013,"Woodstock, Ga. ", The Lovett School
1.0,Alex Rodgers,Basketball,G,5' 9'',,Jr.,,2013,"Mouth of Wilson, Va. ", Oak Hill Academy
2.0,Nicole Hung,Basketball,G,5' 11'',,Sr.,,2013,"Los Angeles, Calif. ", Harvard Westlake
3.0,Blake Dietrick,Basketball,G,5' 10'',,Jr.,,2013,"Wellesley, Mass. ", Wellesley
4.0,Vanessa Smith,Basketball,G,6' 1'',,Fr.,,2013,"Twinsburg, Ohio ", Hathaway Brown School
5.0,Amanda Berntsen,Basketball,G,5' 8'',,So.,,2013,"Chatham, N.J. ", Chatham
6.0,Annie Tarakchian,Basketball,G/F,6' 0'',,So.,,2013,"West Hills, Calif. ", Charminade College Prep
7.0,Alex Wheatley,Basketball,F,6' 2'',,So.,,2013,"Upper Holland, Pa. ", Council Rock South
8.0,Taylor Williams,Basketball,F,6' 3'',,So.,,2013,"Warren, Ohio ", Howland
9.0,Jess Shivers,Basketball,C,6' 3'',,Jr.,,2013,"Eugene, Ore. ", South Eugene
10.0,Mariah Smith,Basketball,G,6' 0'',,Jr.,,2013,"Peoria, Ill. ", Richwoods
11.0,Kristen Helmstetter,Basketball,F,6' 0'',,Sr.,,2013,"Bridgewater, N.J. ", Bridgewater-Raritan
12.0,Michelle Miller,Basketball,G,5' 10'',,So.,,2013,"Pasadena, Calif. ", Pasadena Polytechnic
13.0,Jackie Reyneke,Basketball,F,6' 4'',,Fr.,,2013,"Upper Saddle River, N.J. ", Northern Highlands Regional
0.0,Taylor Brown,Basketball,G,5' 8'',,So.,,2014,"Woodstock, Ga. ", The Lovett School
1.0,Alex Rodgers,Basketball,G,5' 9'',,Sr.,,2014,"Mouth of Wilson, Va. ", Oak Hill Academy
2.0,Blake Dietrick,Basketball,G,5' 10'',,Sr.,,2014,"Wellesley, Mass. ", Wellesley
3.0,Vanessa Smith,Basketball,G,6' 1'',,So.,,2014,"Twinsburg, Ohio ", Hathaway Brown School
4.0,Amanda Berntsen,Basketball,G,5' 9'',,Jr.,,2014,"Chatham, N.J. ", Chatham
5.0,Annie Tarakchian,Basketball,F,6' 0'',,Jr.,,2014,"West Hills, Calif. ", Charminade College Prep
6.0,Alex Wheatley,Basketball,F,6' 2'',,Jr.,,2014,"Upper Holland, Pa. ", Council Rock South
,,Basketball,,,,,,2014,,
7.0,Taylor Williams,Basketball,F,6' 3'',,Jr.,,2014,"Warren, Ohio ", Howland
8.0,Jess Shivers,Basketball,C,6' 3'',,Sr.,,2014,"Eugene, Ore. ", South Eugene
9.0,Kenya Holland,Basketball,G,5' 8'',,Fr.,,2014,"Stafford, Va. ", Colonial Forge
10.0,Mariah Smith,Basketball,F,6' 0'',,Sr.,,2014,"Peoria, Ill. ", Richwoods
11.0,Tia Weledji,Basketball,G,5' 10'',,Fr.,,2014,"Overland Park, Kan. ", Saint Thomas Aquinas
12.0,Michelle Miller,Basketball,G,5' 10'',,Jr.,,2014,"Pasadena, Calif. ", Pasadena Polytechnic
13.0,Jackie Reyneke,Basketball,F,6' 4'',,So.,,2014,"Upper Saddle River, N.J. ", Northern Highlands Regional
14.0,Leslie Robinson,Basketball,F,6' 0'',,Fr.,,2014,"Corvallis, Ore. ", Corvallis
0.0,Jordan Muhammad,Basketball,G,5' 8'',,Fr.,,2015,"Charlotte, N.C. ", Ardrey Kell
1.0,Taylor Brown,Basketball,G,5' 8'',,Jr.,,2015,"Woodstock, Ga. ", The Lovett School
2.0,Caroline Davis,Basketball,G/F,6' 0'',,Fr.,,2015,"Newark, Del. ", Caravel Academy
3.0,Claudia Reid,Basketball,G,5' 7'',,Fr.,,2015,"DeWitt, Mich. ", DeWitt
4.0,Vanessa Smith,Basketball,G,6' 1'',,Jr.,,2015,"Twinsburg, Ohio ", Hathaway Brown School
5.0,Amanda Berntsen,Basketball,G,5' 9'',,Sr.,,2015,"Chatham, N.J. ", Chatham
6.0,Annie Tarakchian,Basketball,G/F,6' 0'',,Sr.,,2015,"West Hills, Calif. ", Charminade College Prep
,,Basketball,,,,,,2015,,
7.0,Sydney Jordan,Basketball,G/F,6' 0'',,Fr.,,2015,"Manassas, Va. ", Stonewall Jackson
8.0,Alex Wheatley,Basketball,F,6' 2'',,Sr.,,2015,"Upper Holland, Pa. ", Council Rock South
9.0,Taylor Williams,Basketball,F,6' 3'',,Sr.,,2015,"Warren, Ohio ", Howland
10.0,Qalea Ismail,Basketball,G,6' 1'',,Fr.,,2015,"Bel Air, Md. ", Patterson Mill
11.0,Kenya Holland,Basketball,G,5' 8'',,So.,,2015,"Stafford, Va. ", Colonial Forge
12.0,Gabrielle Rush,Basketball,G,5' 10'',,Fr.,,2015,"Hinsdale, Ill. ", Hinsdale Central
13.0,Tia Weledji,Basketball,G,5' 10'',,So.,,2015,"Overland Park, Kan. ", Saint Thomas Aquinas
14.0,Michelle Miller,Basketball,G,5' 10'',,Sr.,,2015,"Pasadena, Calif. ", Pasadena Polytechnic
15.0,Jackie Reyneke,Basketball,F,6' 4'',,Jr.,,2015,"Upper Saddle River, N.J. ", Northern Highlands Regional
16.0,Leslie Robinson,Basketball,F,6' 0'',,So.,,2015,"Corvallis, Ore. ", Corvallis
0.0,Jordan Muhammad,Basketball,G,5' 8'',,So.,,2016,"Charlotte, N.C. ", Ardrey Kell
1.0,Taylor Brown,Basketball,G,5' 8'',,Sr.,,2016,"Woodstock, Ga. ", The Lovett School
2.0,Caroline Davis,Basketball,G/F,6' 0'',,So.,,2016,"Newark, Del. ", Caravel Academy
3.0,Claudia Reid,Basketball,G,5' 7'',,So.,,2016,"DeWitt, Mich. ", DeWitt
4.0,Sara Lewis,Basketball,F/C,6' 3'',,Fr.,,2016,"San Antonio, Texas ", Ronald Reagan
5.0,Vanessa Smith,Basketball,G,6' 1'',,Sr.,,2016,"Twinsburg, Ohio ", Hathaway Brown School
6.0,Sydney Jordan,Basketball,G/F,6' 0'',,So.,,2016,"Manassas, Va. ", Stonewall Jackson
,,Basketball,,,,,,2016,,
7.0,Taylor Baur,Basketball,F,6' 2'',,Fr.,,2016,"St. Louis, Mo. ", MICDS
8.0,Qalea Ismail,Basketball,G,6' 1'',,So.,,2016,"Bel Air, Md. ", Patterson Mill
9.0,Kenya Holland,Basketball,G,5' 8'',,Jr.,,2016,"Stafford, Va. ", Colonial Forge
10.0,Gabrielle Rush,Basketball,G,5' 10'',,So.,,2016,"Hinsdale, Ill. ", Hinsdale Central
11.0,Bella Alarie,Basketball,G/F,6' 4'',,Fr.,,2016,"Bethesda, Md. ", National Cathedral School
12.0,Tia Weledji,Basketball,G,5' 10'',,Jr.,,2016,"Overland Park, Kan. ", Saint Thomas Aquinas
13.0,Jordan Stallworth,Basketball,F,6' 0'',,Fr.,,2016,"Buford, Ga. ", Mountain View
14.0,Jackie Reyneke,Basketball,F,6' 4'',,Sr.,,2016,"Upper Saddle River, N.J. ", Northern Highlands Regional
15.0,Leslie Robinson,Basketball,F,6' 0'',,Jr.,,2016,"Corvallis, Ore. ", Corvallis
0.0,Abby Meyers,Basketball,G,6' 0'',,Fr.,,2017,"Potomac, Md. ", Walt Whitman
1.0,Carlie Littlefield,Basketball,G,5' 9'',,Fr.,,2017,"Waukee, Iowa ", Waukee
2.0,Sydney Boyer,Basketball,F,6' 1'',,Fr.,,2017,"Moorpark, Calif. ", Oaks Christian
3.0,McKenna Haire,Basketball,G,5' 10'',,Fr.,,2017,"Charlotte, N.C. ", Myers Park
4.0,Caroline Davis,Basketball,G/F,6' 0'',,Jr.,,2017,"Newark, Del. ", Caravel Academy
5.0,Sydney Jordan,Basketball,G/F,6' 0'',,Jr.,,2017,"Manassas, Va. ", Stonewall Jackson
6.0,Taylor Baur,Basketball,F,6' 2'',,So.,,2017,"St. Louis, Mo. ", MICDS
7.0,Qalea Ismail,Basketball,G,6' 1'',,Jr.,,2017,"Bel Air, Md. ", Patterson Mill
8.0,Kenya Holland,Basketball,G,5' 8'',,Sr.,,2017,"Stafford, Va. ", Colonial Forge
9.0,Gabrielle Rush,Basketball,G,5' 10'',,Jr.,,2017,"Hinsdale, Ill. ", Hinsdale Central
10.0,Bella Alarie,Basketball,G/F,6' 4'',,So.,,2017,"Bethesda, Md. ", National Cathedral School
11.0,Tia Weledji,Basketball,G,5' 10'',,Sr.,,2017,"Overland Park, Kan. ", Saint Thomas Aquinas
12.0,Leslie Robinson,Basketball,F,6' 0'',,Sr.,,2017,"Corvallis, Ore. ", Corvallis
0.0,Carlie Littlefield,Basketball,G,5' 9'',,So.,,2018,"Waukee, Iowa ", Waukee
1.0,Sydney Boyer,Basketball,F,6' 1'',,So.,,2018,"Moorpark, Calif. ", Oaks Christian
2.0,McKenna Haire,Basketball,G,5' 10'',,So.,,2018,"Charlotte, N.C. ", Myers Park
3.0,Grace Stone,Basketball,G,5' 11'',,Fr.,,2018,"Glen Cove, N.Y. ", Long Island Lutheran
4.0,Neenah Young,Basketball,G/F,5' 10'',,Fr.,,2018,"Tracy, Calif. ", Saint Mary's
5.0,Maggie Connolly,Basketball,G,5' 8'',,Fr.,,2018,"Wilmington, Del. ", Ursuline Academy
6.0,Sydney Jordan,Basketball,G/F,6' 0'',,Sr.,,2018,"Manassas, Va. ", Stonewall Jackson
7.0,Kira Emsbo,Basketball,F,6' 5'',,Fr.,,2018,"Lakewood, Colo. ", Lakewood
8.0,Taylor Baur,Basketball,F,6' 2'',,Jr.,,2018,"St. Louis, Mo. ", MICDS
9.0,Julia Cunningham,Basketball,G,5' 11'',,Fr.,,2018,"Watchung, N.J. ", Watchung Hills
10.0,Gabrielle Rush,Basketball,G,5' 10'',,Sr.,,2018,"Hinsdale, Ill. ", Hinsdale Central
11.0,Bella Alarie,Basketball,G/F,6' 4'',,Jr.,,2018,"Bethesda, Md. ", National Cathedral School
12.0,Qalea Ismail,Basketball,G,6' 1'',,Sr.,,2018,"Bel Air, Md. ", Patterson Mill
13.0,Lexi Weger,Basketball,G/F,6' 3'',,Fr.,,2018,"South Hadley, Mass. ", Episcopal (Va.)
0.0,Ellie Mitchell,Basketball,F,6' 0'',,Fr.,,2019,"Chevy Chase, Md. ", Georgetown Visitation Prep
1.0,Abby Meyers,Basketball,G,6' 0'',,So.,,2019,"Potomac, Md. ", Walt Whitman
2.0,Carlie Littlefield,Basketball,G,5' 9'',,Jr.,,2019,"Waukee, Iowa ", Waukee
3.0,Sydney Boyer,Basketball,F,6' 1'',,Jr.,,2019,"Moorpark, Calif. ", Oaks Christian
4.0,McKenna Haire,Basketball,G,5' 10'',,Jr.,,2019,"Charlotte, N.C. ", Myers Park
5.0,Grace Stone,Basketball,G,5' 11'',,So.,,2019,"Glen Cove, N.Y. ", Long Island Lutheran
6.0,Neenah Young,Basketball,G/F,5' 10'',,So.,,2019,"Tracy, Calif. ", Saint Mary's
,,Basketball,,,,,,2019,,
7.0,Maggie Connolly,Basketball,G,5' 8'',,So.,,2019,"Wilmington, Del. ", Ursuline Academy
8.0,Nicole Young,Basketball,G,5' 8'',,Fr.,,2019,"Tracy, Calif. ", Saint Mary's
9.0,Maddie Plank,Basketball,G/F,5' 11'',,Fr.,,2019,"Briarcliff Manor, N.Y. ", Briarcliff
10.0,Kira Emsbo,Basketball,F,6' 5'',,So.,,2019,"Lakewood, Colo. ", Lakewood
11.0,Taylor Baur,Basketball,F,6' 2'',,Sr.,,2019,"St. Louis, Mo. ", MICDS
12.0,Julia Cunningham,Basketball,G,5' 11'',,So.,,2019,"Watchung, N.J. ", Watchung Hills
13.0,Bella Alarie,Basketball,G/F,6' 4'',,Sr.,,2019,"Bethesda, Md. ", National Cathedral School
14.0,Lexi Weger,Basketball,G/F,6' 3'',,So.,,2019,"South Hadley, Mass. ", Episcopal (Va.)
15.0,Maya McArthur,Basketball,F,6' 0'',,Fr.,,2019,"Dana Point, Calif. ", Dana Hills
0.0,Ellie Mitchell,Basketball,F,6' 1'',,So.,,2021,"Chevy Chase, Md. ", Georgetown Visitation Prep
1.0,Abby Meyers,Basketball,G,6' 0'',,Sr.,,2021,"Potomac, Md. ", Walt Whitman
2.0,Adaora Nwokeji,Basketball,G,5' 8'',,Fr.,,2021,"Houston, Texas ", Summer Creek
3.0,Paige Morton,Basketball,F,6' 3'',,Fr.,,2021,"Summit, N.J. ", Oak Knoll
4.0,Grace Stone,Basketball,G,5' 11'',,Jr.,,2021,"Glen Cove, N.Y. ", Long Island Lutheran
5.0,Neenah Young,Basketball,G/F,5' 10'',,Sr.,,2021,"Tracy, Calif. ", Saint Mary's
6.0,Maggie Connolly,Basketball,G,5' 8'',,Jr.,,2021,"Wilmington, Del. ", Ursuline Academy
,,Basketball,,,,,,2021,,
7.0,Maddie Plank,Basketball,G/F,5' 11'',,So.,,2021,"Briarcliff Manor, N.Y. ", Briarcliff
8.0,Kaitlyn Chen,Basketball,G,5' 9'',,So.,,2021,"San Marino, Calif. ", Flintridge Prep
9.0,Kira Emsbo,Basketball,F,6' 5'',,Jr.,,2021,"Lakewood, Colo. ", Lakewood
10.0,Parker Hill,Basketball,F,6' 4'',,Fr.,,2021,"Bethesda, Md. ", Winston Churchill
11.0,Julia Cunningham,Basketball,G,5' 11'',,Jr.,,2021,"Watchung, N.J. ", Watchung Hills
12.0,Chet Nweke,Basketball,G,6' 0'',,So.,,2021,"Woodbine, Md. ", Stone Ridge
13.0,Amelia Osgood,Basketball,G,5' 9'',,Fr.,,2021,"Brentwood, Tenn. ", Brentwood
14.0,Lexi Weger,Basketball,G/F,6' 3'',,Jr.,,2021,"South Hadley, Mass. ", Episcopal (Va.)
15.0,Katie Thiers,Basketball,F,6' 2'',,Fr.,,2021,"Seattle, Wash. ", Roosevelt
0.0,Ellie Mitchell,Basketball,F,6' 1'',,Jr.,,2022,"Chevy Chase, Md. ", Georgetown Visitation Prep
1.0,Adaora Nwokeji,Basketball,G,5' 8'',,So.,,2022,"Houston, Texas ", Summer Creek
2.0,Tabitha Amanze,Basketball,F,6' 4'',,Fr.,,2022,"Ogun, Nigeria ", Blair Academy (N.J.).
3.0,Paige Morton,Basketball,F,6' 3'',,So.,,2022,"Summit, N.J. ", Oak Knoll
4.0,Grace Stone,Basketball,G,5' 11'',,Sr.,,2022,"Glen Cove, N.Y. ", Long Island Lutheran
5.0,Taylor Charles,Basketball,F,6' 2'',,Fr.,,2022,"Elgin, Ill. ", Burlington Central
6.0,Maggie Connolly,Basketball,G,5' 8'',,Sr.,,2022,"Wilmington, Del. ", Ursuline Academy
,,Basketball,,,,,,2022,,
7.0,Kaitlyn Chen,Basketball,G,5' 9'',,Jr.,,2022,"San Marino, Calif. ", Flintridge Prep
8.0,Kira Emsbo,Basketball,F,6' 5'',,Sr.,,2022,"Lakewood, Colo. ", Lakewood
9.0,Parker Hill,Basketball,F,6' 4'',,So.,,2022,"Bethesda, Md. ", Winston Churchill
10.0,Madison St. Rose,Basketball,G,5' 10'',,Fr.,,2022,"Old Bridge, N.J. ", St. John Vianney
11.0,Julia Cunningham,Basketball,G,5' 11'',,Sr.,,2022,"Watchung, N.J. ", Watchung Hills
12.0,Chet Nweke,Basketball,G,6' 0'',,Jr.,,2022,"Woodbine, Md. ", Stone Ridge
13.0,Amelia Osgood,Basketball,G,5' 9'',,So.,,2022,"Brentwood, Tenn. ", Brentwood
14.0,Lexi Weger,Basketball,G/F,6' 3'',,Sr.,,2022,"South Hadley, Mass. ", Episcopal (Va.)
15.0,Katie Thiers,Basketball,F,6' 2'',,So.,,2022,"Seattle, Wash. ", Roosevelt
0.0,Ellie Mitchell,Basketball,F,6' 1'',,Sr.,,2023,"Chevy Chase, Md. ", Georgetown Visitation Prep
1.0,Adaora Nwokeji,Basketball,G,5' 8'',,Jr.,,2023,"Houston, Texas ", Summer Creek
2.0,Olivia Hutcherson,Basketball,G/F,5' 11'',,Fr.,,2023,"Johns Creek, Ga. ", Holy Innocents Episcopal
3.0,Tabitha Amanze,Basketball,F,6' 4'',,So.,,2023,"Ogun, Nigeria ", Blair Academy (N.J.).
4.0,Paige Morton,Basketball,F,6' 3'',,Jr.,,2023,"Summit, N.J. ", Oak Knoll
5.0,Skye Belker,Basketball,G,5' 9'',,Fr.,,2023,"Los Angeles, Calif. ", Windward
6.0,Taylor Charles,Basketball,F,6' 2'',,So.,,2023,"Elgin, Ill. ", Burlington Central
,,Basketball,,,,,,2023,,
7.0,Ashley Chea,Basketball,G,5' 8'',,Fr.,,2023,"Montebello, Calif. ", Flintridge Prep
8.0,Fadima Tall,Basketball,G/F,6' 0'',,Fr.,,2023,"Silver Spring, Md. ", Georgetown Visitation Prep
9.0,Kaitlyn Chen,Basketball,G,5' 9'',,Sr.,,2023,"San Marino, Calif. ", Flintridge Prep
10.0,Margo Mattes,Basketball,G,5' 10'',,Fr.,,2023,"Brookline, Mass. ", Brookline
11.0,Parker Hill,Basketball,F,6' 4'',,Jr.,,2023,"Bethesda, Md. ", Winston Churchill
12.0,Madison St. Rose,Basketball,G,5' 10'',,So.,,2023,"Old Bridge, N.J. ", St. John Vianney
13.0,Mari Bickley,Basketball,G,5' 10'',,Fr.,,2023,"Akron, Ohio ", Laurel School
14.0,Chet Nweke,Basketball,G,6' 0'',,Sr.,,2023,"Woodbine, Md. ", Stone Ridge
15.0,Amelia Osgood,Basketball,G,5' 9'',,Jr.,,2023,"Brentwood, Tenn. ", Brentwood
